"Start Date","End Date","Area","Pollster","Client","Party","Voting Intention"
"2020-09-04","2020-09-08","Great Britain","Number Cruncher Politics","Bloomberg","Reform UK","2"
"2020-09-02","2020-09-07","Scotland","Survation","NA","SNP","51"
"2020-09-02","2020-09-07","Scotland","Survation","NA","Labour","21"
"2020-09-02","2020-09-07","Scotland","Survation","NA","Conservative","20"
"2020-09-02","2020-09-07","Scotland","Survation","NA","Liberal Democrats","6"
"2020-09-03","2020-09-04","Great Britain","YouGov","Times","Conservative","43"
"2020-08-28","2020-09-04","Wales","YouGov","ITV Wales","Labour","41"
"2020-09-02","2020-09-04","Great Britain","Survation","NA","Conservative","40"
"2020-09-02","2020-09-04","United Kingdom","Survation","NA","Conservative","40"
"2020-09-02","2020-09-04","Great Britain","Survation","NA","Labour","38"
"2020-09-02","2020-09-04","United Kingdom","Survation","NA","Labour","38"
"2020-09-03","2020-09-04","Great Britain","YouGov","Times","Labour","37"
"2020-08-28","2020-09-04","Wales","YouGov","ITV Wales","Conservative","33"
"2020-08-28","2020-09-04","Wales","YouGov","ITV Wales","Plaid Cymru","15"
"2020-09-02","2020-09-04","Great Britain","Survation","NA","Liberal Democrats","8"
"2020-09-02","2020-09-04","United Kingdom","Survation","NA","Liberal Democrats","8"
"2020-09-03","2020-09-04","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-09-03","2020-09-04","Great Britain","YouGov","Times","SNP","6"
"2020-09-02","2020-09-04","Great Britain","Survation","NA","SNP","5"
"2020-09-02","2020-09-04","United Kingdom","Survation","NA","SNP","5"
"2020-08-28","2020-09-04","Wales","YouGov","ITV Wales","Reform UK","4"
"2020-09-02","2020-09-04","Great Britain","Survation","NA","Green Party","4"
"2020-09-02","2020-09-04","United Kingdom","Survation","NA","Green Party","4"
"2020-09-03","2020-09-04","Great Britain","YouGov","Times","Green Party","4"
"2020-08-28","2020-09-04","Wales","YouGov","ITV Wales","Green Party","3"
"2020-09-03","2020-09-04","Great Britain","YouGov","Times","Reform UK","3"
"2020-08-28","2020-09-04","Wales","YouGov","ITV Wales","Liberal Democrats","2"
"2020-09-02","2020-09-04","Great Britain","Survation","NA","Reform UK","1"
"2020-09-02","2020-09-04","United Kingdom","Survation","NA","Reform UK","1"
"2020-09-01","2020-09-02","Great Britain","Redfield &amp; Wilton","NA","Conservative","43"
"2020-09-01","2020-09-02","Great Britain","Redfield &amp; Wilton","NA","Labour","37"
"2020-09-01","2020-09-02","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","8"
"2020-09-01","2020-09-02","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-09-01","2020-09-02","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-08-26","2020-08-28","Great Britain","Opinium","Observer","Conservative","40"
"2020-08-26","2020-08-28","Great Britain","Opinium","Observer","Labour","40"
"2020-08-26","2020-08-28","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-08-26","2020-08-28","Great Britain","Opinium","Observer","SNP","5"
"2020-08-26","2020-08-28","Great Britain","Opinium","Observer","Green Party","3"
"2020-08-24","2020-08-25","Great Britain","YouGov","Times","Conservative","43"
"2020-08-24","2020-08-25","Great Britain","YouGov","Times","Labour","36"
"2020-08-24","2020-08-25","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-08-24","2020-08-25","Great Britain","YouGov","Times","SNP","5"
"2020-08-24","2020-08-25","Great Britain","YouGov","Times","Green Party","4"
"2020-08-24","2020-08-25","Great Britain","YouGov","Times","Reform UK","3"
"2020-08-24","2020-08-24","Great Britain","Redfield &amp; Wilton","NA","Conservative","42"
"2020-08-24","2020-08-24","Great Britain","Redfield &amp; Wilton","NA","Labour","37"
"2020-08-24","2020-08-24","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2020-08-24","2020-08-24","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2020-08-24","2020-08-24","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-08-21","2020-08-21","Great Britain","Survation","NA","Conservative","41"
"2020-08-21","2020-08-21","United Kingdom","Survation","NA","Conservative","41"
"2020-08-21","2020-08-21","Great Britain","Survation","NA","Labour","37"
"2020-08-21","2020-08-21","United Kingdom","Survation","NA","Labour","37"
"2020-08-21","2020-08-21","Great Britain","Survation","NA","Liberal Democrats","9"
"2020-08-21","2020-08-21","United Kingdom","Survation","NA","Liberal Democrats","9"
"2020-08-21","2020-08-21","Great Britain","Survation","NA","SNP","5"
"2020-08-21","2020-08-21","United Kingdom","Survation","NA","SNP","5"
"2020-08-21","2020-08-21","Great Britain","Survation","NA","Green Party","4"
"2020-08-21","2020-08-21","United Kingdom","Survation","NA","Green Party","4"
"2020-08-21","2020-08-21","Great Britain","Survation","NA","Reform UK","1"
"2020-08-21","2020-08-21","United Kingdom","Survation","NA","Reform UK","1"
"2020-08-19","2020-08-19","Great Britain","Redfield &amp; Wilton","NA","Conservative","44"
"2020-08-18","2020-08-19","Great Britain","YouGov","Times","Conservative","40"
"2020-08-18","2020-08-19","Great Britain","YouGov","Times","Labour","38"
"2020-08-19","2020-08-19","Great Britain","Redfield &amp; Wilton","NA","Labour","37"
"2020-08-19","2020-08-19","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","7"
"2020-08-18","2020-08-19","Great Britain","YouGov","Times","Green Party","6"
"2020-08-18","2020-08-19","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-08-18","2020-08-19","Great Britain","YouGov","Times","SNP","5"
"2020-08-18","2020-08-19","Great Britain","YouGov","Times","Reform UK","4"
"2020-08-19","2020-08-19","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-08-19","2020-08-19","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-08-14","2020-08-16","Great Britain","Savanta ComRes","NA","Conservative","42"
"2020-08-14","2020-08-16","United Kingdom","Savanta ComRes","NA","Conservative","42"
"2020-08-14","2020-08-16","Great Britain","Savanta ComRes","NA","Labour","37"
"2020-08-14","2020-08-16","United Kingdom","Savanta ComRes","NA","Labour","37"
"2020-08-14","2020-08-16","Great Britain","Savanta ComRes","NA","Liberal Democrats","7"
"2020-08-14","2020-08-16","United Kingdom","Savanta ComRes","NA","Liberal Democrats","7"
"2020-08-14","2020-08-16","Great Britain","Savanta ComRes","NA","SNP","4"
"2020-08-14","2020-08-16","United Kingdom","Savanta ComRes","NA","SNP","4"
"2020-08-14","2020-08-16","Great Britain","Savanta ComRes","NA","Green Party","3"
"2020-08-14","2020-08-16","United Kingdom","Savanta ComRes","NA","Green Party","3"
"2020-08-14","2020-08-16","Great Britain","Savanta ComRes","NA","Reform UK","2"
"2020-08-14","2020-08-16","United Kingdom","Savanta ComRes","NA","Reform UK","2"
"2020-08-13","2020-08-14","Great Britain","Opinium","Observer","Conservative","42"
"2020-08-13","2020-08-14","Great Britain","Opinium","Observer","Labour","39"
"2020-08-13","2020-08-14","Great Britain","Opinium","Observer","Liberal Democrats","5"
"2020-08-13","2020-08-14","Great Britain","Opinium","Observer","SNP","5"
"2020-08-13","2020-08-14","Great Britain","Opinium","Observer","Green Party","3"
"2020-08-11","2020-08-12","Great Britain","YouGov","Times","Conservative","44"
"2020-08-12","2020-08-12","Great Britain","Redfield &amp; Wilton","NA","Conservative","43"
"2020-08-12","2020-08-12","Great Britain","Redfield &amp; Wilton","NA","Labour","36"
"2020-08-11","2020-08-12","Great Britain","YouGov","Times","Labour","35"
"2020-08-12","2020-08-12","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2020-08-11","2020-08-12","Great Britain","YouGov","Times","SNP","6"
"2020-08-11","2020-08-12","Great Britain","YouGov","Times","Green Party","5"
"2020-08-11","2020-08-12","Great Britain","YouGov","Times","Liberal Democrats","5"
"2020-08-12","2020-08-12","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-08-12","2020-08-12","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-08-11","2020-08-12","Great Britain","YouGov","Times","Reform UK","3"
"2020-08-06","2020-08-10","Scotland","YouGov","Times","SNP","54"
"2020-08-06","2020-08-10","Great Britain","Verian","NA","Conservative","42"
"2020-08-06","2020-08-10","Great Britain","Verian","NA","Labour","35"
"2020-08-06","2020-08-10","Scotland","YouGov","Times","Conservative","20"
"2020-08-06","2020-08-10","Scotland","YouGov","Times","Labour","16"
"2020-08-06","2020-08-10","Great Britain","Verian","NA","Liberal Democrats","8"
"2020-08-06","2020-08-10","Great Britain","Verian","NA","SNP","6"
"2020-08-06","2020-08-10","Scotland","YouGov","Times","Liberal Democrats","5"
"2020-08-06","2020-08-10","Great Britain","Verian","NA","Green Party","3"
"2020-08-06","2020-08-10","Great Britain","Verian","NA","Reform UK","3"
"2020-08-06","2020-08-10","Scotland","YouGov","Times","Green Party","2"
"2020-08-04","2020-08-05","Great Britain","YouGov","Times","Conservative","42"
"2020-08-04","2020-08-05","Great Britain","YouGov","Times","Labour","36"
"2020-08-04","2020-08-05","Great Britain","YouGov","Times","Liberal Democrats","8"
"2020-08-04","2020-08-05","Great Britain","YouGov","Times","Green Party","5"
"2020-08-04","2020-08-05","Great Britain","YouGov","Times","SNP","5"
"2020-08-04","2020-08-05","Great Britain","YouGov","Times","Reform UK","2"
"2020-07-30","2020-08-04","Great Britain","Ipsos-MORI","Evening Standard","Conservative","45"
"2020-07-30","2020-08-04","Great Britain","Ipsos-MORI","Evening Standard","Labour","37"
"2020-07-30","2020-08-04","Great Britain","Ipsos-MORI","Evening Standard","Liberal Democrats","6"
"2020-07-30","2020-08-04","Great Britain","Ipsos-MORI","Evening Standard","Green Party","5"
"2020-07-30","2020-08-04","Great Britain","Ipsos-MORI","Evening Standard","SNP","5"
"2020-07-30","2020-08-04","Great Britain","Ipsos-MORI","Evening Standard","Reform UK","1"
"2020-07-31","2020-08-03","Great Britain","Survation","NA","Conservative","44"
"2020-07-31","2020-08-03","United Kingdom","Survation","NA","Conservative","44"
"2020-07-31","2020-08-03","Great Britain","Survation","NA","Labour","35"
"2020-07-31","2020-08-03","United Kingdom","Survation","NA","Labour","35"
"2020-07-31","2020-08-03","Great Britain","Survation","NA","Liberal Democrats","8"
"2020-07-31","2020-08-03","United Kingdom","Survation","NA","Liberal Democrats","8"
"2020-07-31","2020-08-03","Great Britain","Survation","NA","Green Party","5"
"2020-07-31","2020-08-03","United Kingdom","Survation","NA","Green Party","5"
"2020-07-31","2020-08-03","Great Britain","Survation","NA","SNP","4"
"2020-07-31","2020-08-03","United Kingdom","Survation","NA","SNP","4"
"2020-07-31","2020-08-03","Great Britain","Survation","NA","Reform UK","0"
"2020-07-31","2020-08-03","United Kingdom","Survation","NA","Reform UK","0"
"2020-07-30","2020-07-31","Great Britain","YouGov","Times","Conservative","43"
"2020-07-30","2020-07-31","Great Britain","Opinium","Observer","Conservative","41"
"2020-07-30","2020-07-31","Great Britain","Opinium","Observer","Labour","38"
"2020-07-30","2020-07-31","Great Britain","YouGov","Times","Labour","35"
"2020-07-30","2020-07-31","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-07-30","2020-07-31","Great Britain","Opinium","Observer","SNP","6"
"2020-07-30","2020-07-31","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-07-30","2020-07-31","Great Britain","YouGov","Times","Green Party","5"
"2020-07-30","2020-07-31","Great Britain","YouGov","Times","SNP","5"
"2020-07-30","2020-07-31","Great Britain","Opinium","Observer","Green Party","4"
"2020-07-30","2020-07-31","Great Britain","YouGov","Times","Reform UK","3"
"2020-07-29","2020-07-29","Great Britain","Redfield &amp; Wilton","NA","Conservative","43"
"2020-07-29","2020-07-29","Great Britain","Redfield &amp; Wilton","NA","Labour","38"
"2020-07-29","2020-07-29","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","7"
"2020-07-29","2020-07-29","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-07-29","2020-07-29","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-07-23","2020-07-24","Great Britain","Opinium","Observer","Conservative","42"
"2020-07-23","2020-07-24","Great Britain","Opinium","Observer","Labour","38"
"2020-07-23","2020-07-24","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-07-23","2020-07-24","Great Britain","Opinium","Observer","SNP","5"
"2020-07-23","2020-07-24","Great Britain","Opinium","Observer","Green Party","4"
"2020-07-22","2020-07-23","Great Britain","YouGov","Times","Conservative","44"
"2020-07-22","2020-07-23","Great Britain","YouGov","Times","Labour","35"
"2020-07-22","2020-07-23","Great Britain","YouGov","Times","Liberal Democrats","7"
"2020-07-22","2020-07-23","Great Britain","YouGov","Times","SNP","5"
"2020-07-22","2020-07-23","Great Britain","YouGov","Times","Green Party","4"
"2020-07-22","2020-07-23","Great Britain","YouGov","Times","Reform UK","3"
"2020-07-22","2020-07-22","Great Britain","Redfield &amp; Wilton","NA","Conservative","44"
"2020-07-22","2020-07-22","Great Britain","Redfield &amp; Wilton","NA","Labour","36"
"2020-07-22","2020-07-22","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","8"
"2020-07-22","2020-07-22","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2020-07-22","2020-07-22","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-07-17","2020-07-19","Great Britain","Savanta ComRes","NA","Conservative","43"
"2020-07-17","2020-07-19","United Kingdom","Savanta ComRes","NA","Conservative","43"
"2020-07-17","2020-07-19","Great Britain","Savanta ComRes","NA","Labour","37"
"2020-07-17","2020-07-19","United Kingdom","Savanta ComRes","NA","Labour","37"
"2020-07-17","2020-07-19","Great Britain","Savanta ComRes","NA","Liberal Democrats","6"
"2020-07-17","2020-07-19","United Kingdom","Savanta ComRes","NA","Liberal Democrats","6"
"2020-07-17","2020-07-19","Great Britain","Savanta ComRes","NA","SNP","5"
"2020-07-17","2020-07-19","United Kingdom","Savanta ComRes","NA","SNP","5"
"2020-07-17","2020-07-19","Great Britain","Savanta ComRes","NA","Green Party","2"
"2020-07-17","2020-07-19","Great Britain","Savanta ComRes","NA","Reform UK","2"
"2020-07-17","2020-07-19","United Kingdom","Savanta ComRes","NA","Green Party","2"
"2020-07-17","2020-07-19","United Kingdom","Savanta ComRes","NA","Reform UK","2"
"2020-07-15","2020-07-17","Great Britain","Opinium","Observer","Conservative","44"
"2020-07-15","2020-07-17","Great Britain","Opinium","Observer","Labour","36"
"2020-07-15","2020-07-17","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-07-15","2020-07-17","Great Britain","Opinium","Observer","SNP","6"
"2020-07-15","2020-07-17","Great Britain","Opinium","Observer","Green Party","4"
"2020-07-15","2020-07-15","Great Britain","Redfield &amp; Wilton","NA","Conservative","44"
"2020-07-15","2020-07-15","Great Britain","Redfield &amp; Wilton","NA","Labour","37"
"2020-07-15","2020-07-15","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","8"
"2020-07-15","2020-07-15","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-07-15","2020-07-15","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-07-09","2020-07-13","Great Britain","Verian","NA","Conservative","45"
"2020-07-09","2020-07-13","Great Britain","Verian","NA","Labour","35"
"2020-07-09","2020-07-13","Great Britain","Verian","NA","Liberal Democrats","9"
"2020-07-09","2020-07-13","Great Britain","Verian","NA","SNP","5"
"2020-07-09","2020-07-13","Great Britain","Verian","NA","Green Party","2"
"2020-07-09","2020-07-13","Great Britain","Verian","NA","Reform UK","2"
"2020-07-10","2020-07-12","Great Britain","Survation","NA","Conservative","42"
"2020-07-10","2020-07-12","United Kingdom","Survation","NA","Conservative","42"
"2020-07-10","2020-07-12","Great Britain","Survation","NA","Labour","36"
"2020-07-10","2020-07-12","United Kingdom","Survation","NA","Labour","36"
"2020-07-10","2020-07-12","Great Britain","Survation","NA","Liberal Democrats","8"
"2020-07-10","2020-07-12","United Kingdom","Survation","NA","Liberal Democrats","8"
"2020-07-10","2020-07-12","Great Britain","Survation","NA","Green Party","5"
"2020-07-10","2020-07-12","United Kingdom","Survation","NA","Green Party","5"
"2020-07-10","2020-07-12","Great Britain","Survation","NA","SNP","4"
"2020-07-10","2020-07-12","United Kingdom","Survation","NA","SNP","4"
"2020-07-10","2020-07-12","Great Britain","Survation","NA","Reform UK","1"
"2020-07-10","2020-07-12","United Kingdom","Survation","NA","Reform UK","1"
"2020-07-09","2020-07-10","Great Britain","Deltapoll","Mail on Sunday","Conservative","44"
"2020-07-09","2020-07-10","Great Britain","Opinium","Observer","Conservative","42"
"2020-07-09","2020-07-10","Great Britain","Deltapoll","Mail on Sunday","Labour","38"
"2020-07-09","2020-07-10","Great Britain","Opinium","Observer","Labour","38"
"2020-07-09","2020-07-10","Great Britain","Deltapoll","Mail on Sunday","Liberal Democrats","7"
"2020-07-09","2020-07-10","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-07-09","2020-07-10","Great Britain","Opinium","Observer","SNP","6"
"2020-07-09","2020-07-10","Great Britain","Opinium","Observer","Green Party","4"
"2020-07-09","2020-07-10","Great Britain","Deltapoll","Mail on Sunday","Green Party","3"
"2020-07-09","2020-07-10","Great Britain","Deltapoll","Mail on Sunday","Reform UK","3"
"2020-07-09","2020-07-10","Great Britain","Deltapoll","Mail on Sunday","SNP","3"
"2020-07-08","2020-07-09","Great Britain","YouGov","Times","Conservative","46"
"2020-07-08","2020-07-09","Great Britain","YouGov","Times","Labour","36"
"2020-07-08","2020-07-09","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-07-08","2020-07-09","Great Britain","YouGov","Times","SNP","5"
"2020-07-08","2020-07-09","Great Britain","YouGov","Times","Green Party","3"
"2020-07-08","2020-07-09","Great Britain","YouGov","Times","Reform UK","2"
"2020-07-08","2020-07-08","Great Britain","Redfield &amp; Wilton","NA","Conservative","44"
"2020-07-08","2020-07-08","Great Britain","Redfield &amp; Wilton","NA","Labour","39"
"2020-07-08","2020-07-08","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","7"
"2020-07-08","2020-07-08","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-07-08","2020-07-08","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-07-03","2020-07-06","Great Britain","Survation","NA","Conservative","44"
"2020-07-03","2020-07-06","United Kingdom","Survation","NA","Conservative","44"
"2020-07-03","2020-07-06","Great Britain","Survation","NA","Labour","37"
"2020-07-03","2020-07-06","United Kingdom","Survation","NA","Labour","37"
"2020-07-03","2020-07-06","Great Britain","Survation","NA","Liberal Democrats","7"
"2020-07-03","2020-07-06","United Kingdom","Survation","NA","Liberal Democrats","7"
"2020-07-03","2020-07-06","Great Britain","Survation","NA","Green Party","4"
"2020-07-03","2020-07-06","Great Britain","Survation","NA","SNP","4"
"2020-07-03","2020-07-06","United Kingdom","Survation","NA","Green Party","4"
"2020-07-03","2020-07-06","United Kingdom","Survation","NA","SNP","4"
"2020-07-03","2020-07-06","Great Britain","Survation","NA","Reform UK","0"
"2020-07-03","2020-07-06","United Kingdom","Survation","NA","Reform UK","0"
"2020-06-30","2020-07-03","Scotland","Norstat","Sunday Times","SNP","53"
"2020-07-01","2020-07-03","Great Britain","Opinium","Observer","Conservative","41"
"2020-07-02","2020-07-03","Great Britain","Deltapoll","Mail on Sunday","Conservative","41"
"2020-07-01","2020-07-03","Great Britain","Opinium","Observer","Labour","37"
"2020-07-02","2020-07-03","Great Britain","Deltapoll","Mail on Sunday","Labour","36"
"2020-06-30","2020-07-03","Scotland","Norstat","Sunday Times","Conservative","21"
"2020-06-30","2020-07-03","Scotland","Norstat","Sunday Times","Labour","19"
"2020-07-01","2020-07-03","Great Britain","Opinium","Observer","Liberal Democrats","8"
"2020-07-02","2020-07-03","Great Britain","Deltapoll","Mail on Sunday","Liberal Democrats","7"
"2020-06-30","2020-07-03","Scotland","Norstat","Sunday Times","Liberal Democrats","6"
"2020-07-01","2020-07-03","Great Britain","Opinium","Observer","SNP","5"
"2020-07-02","2020-07-03","Great Britain","Deltapoll","Mail on Sunday","Green Party","5"
"2020-07-01","2020-07-03","Great Britain","Opinium","Observer","Green Party","4"
"2020-07-02","2020-07-03","Great Britain","Deltapoll","Mail on Sunday","Reform UK","4"
"2020-07-02","2020-07-03","Great Britain","Deltapoll","Mail on Sunday","SNP","3"
"2020-07-01","2020-07-01","Great Britain","Redfield &amp; Wilton","Election Maps UK","Conservative","42"
"2020-07-01","2020-07-01","Great Britain","Redfield &amp; Wilton","Election Maps UK","Labour","38"
"2020-07-01","2020-07-01","Great Britain","Redfield &amp; Wilton","Election Maps UK","Liberal Democrats","8"
"2020-07-01","2020-07-01","Great Britain","Redfield &amp; Wilton","Election Maps UK","Green Party","5"
"2020-07-01","2020-07-01","Great Britain","Redfield &amp; Wilton","Election Maps UK","SNP","4"
"2020-06-26","2020-06-28","Great Britain","YouGov","Times","Conservative","45"
"2020-06-26","2020-06-28","Great Britain","YouGov","Times","Labour","37"
"2020-06-26","2020-06-28","Great Britain","YouGov","Times","Liberal Democrats","5"
"2020-06-26","2020-06-28","Great Britain","YouGov","Times","SNP","5"
"2020-06-26","2020-06-28","Great Britain","YouGov","Times","Green Party","4"
"2020-06-26","2020-06-28","Great Britain","YouGov","Times","Reform UK","2"
"2020-06-25","2020-06-26","Great Britain","Opinium","Observer","Conservative","43"
"2020-06-25","2020-06-26","Great Britain","Opinium","Observer","Labour","39"
"2020-06-25","2020-06-26","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-06-25","2020-06-26","Great Britain","Opinium","Observer","SNP","5"
"2020-06-25","2020-06-26","Great Britain","Opinium","Observer","Green Party","4"
"2020-06-25","2020-06-25","Great Britain","Redfield &amp; Wilton","Election Maps UK","Conservative","44"
"2020-06-24","2020-06-25","Great Britain","Survation","NA","Conservative","43"
"2020-06-24","2020-06-25","United Kingdom","Survation","NA","Conservative","43"
"2020-06-25","2020-06-25","Great Britain","Redfield &amp; Wilton","Election Maps UK","Labour","38"
"2020-06-24","2020-06-25","Great Britain","Survation","NA","Labour","36"
"2020-06-24","2020-06-25","United Kingdom","Survation","NA","Labour","36"
"2020-06-24","2020-06-25","Great Britain","Survation","NA","Liberal Democrats","8"
"2020-06-24","2020-06-25","United Kingdom","Survation","NA","Liberal Democrats","8"
"2020-06-25","2020-06-25","Great Britain","Redfield &amp; Wilton","Election Maps UK","Liberal Democrats","7"
"2020-06-24","2020-06-25","Great Britain","Survation","NA","SNP","5"
"2020-06-24","2020-06-25","United Kingdom","Survation","NA","SNP","5"
"2020-06-24","2020-06-25","Great Britain","Survation","NA","Green Party","4"
"2020-06-24","2020-06-25","United Kingdom","Survation","NA","Green Party","4"
"2020-06-25","2020-06-25","Great Britain","Redfield &amp; Wilton","Election Maps UK","Green Party","4"
"2020-06-25","2020-06-25","Great Britain","Redfield &amp; Wilton","Election Maps UK","SNP","4"
"2020-06-24","2020-06-25","Great Britain","Survation","NA","Reform UK","0"
"2020-06-24","2020-06-25","United Kingdom","Survation","NA","Reform UK","0"
"2020-06-18","2020-06-19","Great Britain","Opinium","Observer","Conservative","44"
"2020-06-18","2020-06-19","Great Britain","Opinium","Observer","Labour","40"
"2020-06-18","2020-06-19","Great Britain","Opinium","Observer","Liberal Democrats","5"
"2020-06-18","2020-06-19","Great Britain","Opinium","Observer","SNP","5"
"2020-06-18","2020-06-19","Great Britain","Opinium","Observer","Green Party","3"
"2020-06-18","2020-06-18","Great Britain","Redfield &amp; Wilton","NA","Conservative","43"
"2020-06-18","2020-06-18","Great Britain","Redfield &amp; Wilton","NA","Labour","38"
"2020-06-18","2020-06-18","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","8"
"2020-06-18","2020-06-18","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-06-18","2020-06-18","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-06-11","2020-06-15","Great Britain","Verian","NA","Conservative","43"
"2020-06-11","2020-06-15","Great Britain","Verian","NA","Labour","35"
"2020-06-11","2020-06-15","Great Britain","Verian","NA","Liberal Democrats","8"
"2020-06-11","2020-06-15","Great Britain","Verian","NA","SNP","5"
"2020-06-11","2020-06-15","Great Britain","Verian","NA","Green Party","4"
"2020-06-11","2020-06-15","Great Britain","Verian","NA","Reform UK","2"
"2020-06-12","2020-06-14","Great Britain","Savanta ComRes","Daily Telegraph","Conservative","40"
"2020-06-12","2020-06-14","United Kingdom","Savanta ComRes","Daily Telegraph","Conservative","40"
"2020-06-12","2020-06-14","Great Britain","Savanta ComRes","Daily Telegraph","Labour","36"
"2020-06-12","2020-06-14","United Kingdom","Savanta ComRes","Daily Telegraph","Labour","36"
"2020-06-12","2020-06-14","Great Britain","Savanta ComRes","Daily Telegraph","Liberal Democrats","9"
"2020-06-12","2020-06-14","United Kingdom","Savanta ComRes","Daily Telegraph","Liberal Democrats","9"
"2020-06-12","2020-06-14","Great Britain","Savanta ComRes","Daily Telegraph","SNP","5"
"2020-06-12","2020-06-14","United Kingdom","Savanta ComRes","Daily Telegraph","SNP","5"
"2020-06-12","2020-06-14","Great Britain","Savanta ComRes","Daily Telegraph","Green Party","3"
"2020-06-12","2020-06-14","Great Britain","Savanta ComRes","Daily Telegraph","Reform UK","3"
"2020-06-12","2020-06-14","United Kingdom","Savanta ComRes","Daily Telegraph","Green Party","3"
"2020-06-12","2020-06-14","United Kingdom","Savanta ComRes","Daily Telegraph","Reform UK","3"
"2020-06-11","2020-06-12","Great Britain","YouGov","Times","Conservative","45"
"2020-06-11","2020-06-12","Great Britain","Opinium","Observer","Conservative","44"
"2020-06-11","2020-06-12","Great Britain","Opinium","Observer","Labour","39"
"2020-06-11","2020-06-12","Great Britain","YouGov","Times","Labour","37"
"2020-06-11","2020-06-12","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-06-11","2020-06-12","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-06-11","2020-06-12","Great Britain","Opinium","Observer","SNP","5"
"2020-06-11","2020-06-12","Great Britain","YouGov","Times","SNP","5"
"2020-06-11","2020-06-12","Great Britain","YouGov","Times","Green Party","4"
"2020-06-11","2020-06-12","Great Britain","Opinium","Observer","Green Party","2"
"2020-06-11","2020-06-12","Great Britain","YouGov","Times","Reform UK","2"
"2020-06-11","2020-06-11","Great Britain","Redfield &amp; Wilton","NA","Conservative","41"
"2020-06-11","2020-06-11","Great Britain","Redfield &amp; Wilton","NA","Labour","39"
"2020-06-11","2020-06-11","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2020-06-11","2020-06-11","Great Britain","Redfield &amp; Wilton","NA","SNP","5"
"2020-06-11","2020-06-11","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-06-05","2020-06-10","Great Britain","Ipsos-MORI","Evening Standard","Conservative","43"
"2020-06-09","2020-06-10","Great Britain","Survation","NA","Conservative","42"
"2020-06-09","2020-06-10","United Kingdom","Survation","NA","Conservative","42"
"2020-06-05","2020-06-10","Great Britain","Ipsos-MORI","Evening Standard","Labour","38"
"2020-06-09","2020-06-10","Great Britain","Survation","NA","Labour","36"
"2020-06-09","2020-06-10","United Kingdom","Survation","NA","Labour","36"
"2020-06-05","2020-06-10","Great Britain","Ipsos-MORI","Evening Standard","Liberal Democrats","10"
"2020-06-09","2020-06-10","Great Britain","Survation","NA","Liberal Democrats","8"
"2020-06-09","2020-06-10","United Kingdom","Survation","NA","Liberal Democrats","8"
"2020-06-09","2020-06-10","Great Britain","Survation","NA","SNP","5"
"2020-06-09","2020-06-10","United Kingdom","Survation","NA","SNP","5"
"2020-06-05","2020-06-10","Great Britain","Ipsos-MORI","Evening Standard","SNP","4"
"2020-06-09","2020-06-10","Great Britain","Survation","NA","Green Party","4"
